	addr	lat	long
1347	154 lambert rd, new canaan, ct 06840	41.1646178	-73.5041034
1348	152 lambert rd, new canaan, ct 06840	41.165328	-73.50503
1349	226 lambert rd, new canaan, ct 06840	41.166929	-73.503345
1350	298 country club rd, new canaan, ct 06840	41.163145	-73.508387
1351	481 oenoke rdg, new canaan, ct 06840	41.1617249	-73.507351
1352	459 oenoke rdg, new canaan, ct 06840	41.162716	-73.506197
1353	274 country club rd, new canaan, ct 06840	41.167107	-73.506332
1354	258 country club rd, new canaan, ct 06840	41.166426	-73.505611
1355	393 oenoke rdg, new canaan, ct 06840	41.1602109	-73.505161
1356	256 country club rd, new canaan, ct 06840	41.167237	-73.505317
1357	210 country club rd, new canaan, ct 06840	41.16782	-73.503242
1358	146 lambert rd, new canaan, ct 06840	41.163922	-73.5050119
1359	90 lambert rd, new canaan, ct 06840	41.161727	-73.503898
1360	447 oenoke rdg, new canaan, ct 06840	41.161175	-73.50669
1361	112 lambert rd, new canaan, ct 06840	41.163034	-73.504255
1362	142 michigan rd, new canaan, ct 06840	41.184902	-73.508647
1363	10 father peters ln, new canaan, ct 06840	41.1835049	-73.508788
1364	372 michigan rd, new canaan, ct 06840	41.188287	-73.515427
1365	33 father peters ln, new canaan, ct 06840	41.177129	-73.5077419
1366	1129 oenoke rdg, new canaan, ct 06840	41.181786	-73.519873
1367	19 father peters ln, new canaan, ct 06840	41.181057	-73.505827
1368	15 father peters ln, new canaan, ct 06840	41.181905	-73.506331
1369	64 wydendown rd, new canaan, ct 06840	41.1822019	-73.504373
1370	3 smith ridge ln, new canaan, ct 06840	41.176174	-73.500595
1371	7 smith ridge ln, new canaan, ct 06840	41.175159	-73.500432
1372	91 smith ridge ln, new canaan, ct 06840	41.175537	-73.501699
1373	792 smith ridge rd, new canaan, ct 06840	41.181487	-73.50126
1374	2 wydendown rd, new canaan, ct 06840	41.181407	-73.503672
1375	758 smith ridge rd, new canaan, ct 06840	41.17936	-73.502094
1376	728 smith ridge rd, new canaan, ct 06840	41.17872	-73.501893
1377	26 father peters ln, new canaan, ct 06840	41.178955	-73.508024
1378	71 john marshall pl, new canaan, ct 06840	41.1787547	-73.509561
1379	25 john marshall pl, new canaan, ct 06840	41.1781772	-73.5086267
1380	186 indian rock rd, new canaan, ct 06840	41.172044	-73.507651
1381	154 indian rock rd, new canaan, ct 06840	41.171102	-73.507129
1382	85 indian rock rd, new canaan, ct 06840	41.170395	-73.505786
1383	94 indian rock rd, new canaan, ct 06840	41.169142	-73.505175
1384	217 country club rd, new canaan, ct 06840	41.168539	-73.504349
1385	209 indian rock rd, new canaan, ct 06840	41.172917	-73.506906
1386	259 indian rock rd, new canaan, ct 06840	41.174773	-73.507442
1387	299 indian rock rd, new canaan, ct 06840	41.176192	-73.508835
1388	252 indian rock rd, new canaan, ct 06840	41.174583	-73.508861
1389	342 indian rock rd, new canaan, ct 06840	41.174273	-73.510281
1390	108 indian rock rd, new canaan, ct 06840	41.169282	-73.5064249
1391	226 indian rock rd, new canaan, ct 06840	41.1723349	-73.509561
1392	277 indian rock rd, new canaan, ct 06840	41.175693	-73.507808
1393	321 indian rock rd, new canaan, ct 06840	41.175938	-73.510732
1394	259 country club rd, new canaan, ct 06840	41.168383	-73.506028
1395	277 country club rd, new canaan, ct 06840	41.168461	-73.507204
1396	339 indian rock rd, new canaan, ct 06840	41.17537	-73.511492
1397	317 country club rd, new canaan, ct 06840	41.167767	-73.509033
1398	295 country club rd, new canaan, ct 06840	41.168232	-73.508162
1399	12 father peters ln, new canaan, ct 06840	41.1822779	-73.508464
1400	20 father peters ln, new canaan, ct 06840	41.181115	-73.5081019
1401	22 father peters ln, new canaan, ct 06840	41.180649	-73.510342
1402	1209 oenoke rdg, new canaan, ct 06840	41.1846109	-73.519657
1403	831 oenoke rdg, new canaan, ct 06840	41.17281	-73.514159
1404	855 oenoke rdg, new canaan, ct 06840	41.173305	-73.512857
1405	1235 oenoke rdg, new canaan, ct 06840	41.185291	-73.520754
1406	1117 oenoke rdg, new canaan, ct 06840	41.181411	-73.5197249
1407	1079 oenoke rdg, new canaan, ct 06840	41.180824	-73.518523
1408	1071 oenoke rdg, new canaan, ct 06840	41.179904	-73.519091
1409	1057 oenoke rdg, new canaan, ct 06840	41.179443	-73.518749
1410	1031 oenoke rdg, new canaan, ct 06840	41.178854	-73.517319
1411	1247 oenoke rdg, new canaan, ct 06840	41.185864	-73.520816
1412	925 oenoke rdg, new canaan, ct 06840	41.175616	-73.515679
1413	25 lukes wood rd, new canaan, ct 06840	41.187066	-73.520576
1414	380 michigan rd, new canaan, ct 06840	41.189564	-73.516057
1415	1217 oenoke rdg, new canaan, ct 06840	41.184592	-73.521259
1416	643 oenoke rdg, new canaan, ct 06840	41.167099	-73.511341
1417	687 oenoke rdg, new canaan, ct 06840	41.16799	-73.511597
1418	374 michigan rd, new canaan, ct 06840	41.189034	-73.516399
1419	789 oenoke rdg, new canaan, ct 06840	41.172405	-73.5123
1420	1191 oenoke rdg, new canaan, ct 06840	41.183829	-73.5206819
1421	1167 oenoke rdg, new canaan, ct 06840	41.1838399	-73.518461
1422	782 smith ridge rd, new canaan, ct 06840	41.180822	-73.50263
1423	784 smith ridge rd, new canaan, ct 06840	41.180155	-73.503713
1424	64 john marshall pl, new canaan, ct 06840	41.1787305	-73.5096112
1425	52 john marshall pl, new canaan, ct 06840	41.1784058	-73.5098096
1426	885 oenoke rdg, new canaan, ct 06840	41.174689	-73.51492
1427	913 oenoke rdg, new canaan, ct 06840	41.174836	-73.513296
1428	27 father peters ln, new canaan, ct 06840	41.179646	-73.506214
1429	29 father peters ln, new canaan, ct 06840	41.178607	-73.50586
1430	305 indian rock rd, new canaan, ct 06840	41.176564	-73.510059
1431	36 john marshall pl, new canaan, ct 06840	41.178221	-73.5091609
1432	2 smith ridge ln, new canaan, ct 06840	41.177909	-73.50196
1433	760 smith ridge rd, new canaan, ct 06840	41.179131	-73.503545
1434	707 oenoke rdg, new canaan, ct 06840	41.1681507	-73.5125371
1435	785 oenoke rdg, new canaan, ct 06840	41.170891	-73.511436
1436	723 oenoke rdg, new canaan, ct 06840	41.169676	-73.510695
1437	727 oenoke rdg, new canaan, ct 06840	41.170922	-73.509839
1438	729 oenoke rdg, new canaan, ct 06840	41.169889	-73.508397
1439	77 lukes wood rd, new canaan, ct 06840	41.188848	-73.520766
1440	79 lukes wood rd, new canaan, ct 06840	41.18992	-73.520263
1441	81 lukes wood rd, new canaan, ct 06840	41.1895359	-73.519003
1442	440 michigan rd, new canaan, ct 06840	41.188549	-73.517773
1443	83 lukes wood rd, new canaan, ct 06840	41.1879149	-73.519072
1444	85 lukes wood rd, new canaan, ct 06840	41.187289	-73.518801
1445	979 oenoke rdg, new canaan, ct 06840	41.1771389	-73.51678
1446	963 oenoke rdg, new canaan, ct 06840	41.177249	-73.51548
1447	161 bowery rd, new canaan, ct 06840	41.192156	-73.523712
1448	88 lukes wood rd, new canaan, ct 06840	41.189959	-73.522456
1449	36 lukes wood rd, new canaan, ct 06840	41.188215	-73.522798
1450	1421 oenoke rdg, new canaan, ct 06840	41.187331	-73.5239239
1451	52 wakeman rd, new canaan, ct 06840	41.191163	-73.523079
1452	64 lukes wood rd, new canaan, ct 06840	41.188996	-73.522839
1453	48 wakeman rd, new canaan, ct 06840	41.187891	-73.524326
1454	46 wakeman rd, new canaan, ct 06840	41.189381	-73.52424
1455	44 wakeman rd, new canaan, ct 06840	41.190524	-73.523899
1456	40 ogden rd, new canaan, ct 06840	41.191678	-73.522601
1457	20 ogden rd, new canaan, ct 06840	41.1904759	-73.521807
1458	124 lukes wood rd, new canaan, ct 06840	41.191217	-73.520975
1459	184 lukes wood rd, new canaan, ct 06840	41.192686	-73.520647
1460	70 rocky nook rd, new canaan, ct 06840	41.19431	-73.521477
1461	197 bowery rd, new canaan, ct 06840	41.193045	-73.522176
1462	45 ogden rd, new canaan, ct 06840	41.191979	-73.5220889
1463	309 lukes wood rd, new canaan, ct 06840	41.195403	-73.515367
1464	201 michigan rd, new canaan, ct 06840	41.1877009	-73.509361
1465	1024 smith ridge rd, new canaan, ct 06840	41.187809	-73.506299
1466	1160 smith ridge rd, new canaan, ct 06840	41.192332	-73.507293
1467	1328 smith ridge rd, new canaan, ct 06840	41.198051	-73.508839
1468	82 puddin hill rd, new canaan, ct 06840	41.198587	-73.51205
1469	109 michigan rd, new canaan, ct 06840	41.186129	-73.506493
1470	43 jennifer ln, new canaan, ct 06840	41.187705	-73.507522
1471	73 jennifer ln, new canaan, ct 06840	41.188761	-73.507942
1472	38 jennifer ln, new canaan, ct 06840	41.187579	-73.5084509
1473	1258 smith ridge rd, new canaan, ct 06840	41.195703	-73.508211
1474	1000 smith ridge rd, new canaan, ct 06840	41.1869609	-73.505696
1475	1106 smith ridge rd, new canaan, ct 06840	41.190504	-73.507214
1476	1194 smith ridge rd, new canaan, ct 06840	41.1927809	-73.510889
1477	209 lukes wood rd, new canaan, ct 06840	41.192523	-73.518389
1478	233 lukes wood rd, new canaan, ct 06840	41.1935969	-73.517603
1479	1218 smith ridge rd, new canaan, ct 06840	41.194856	-73.508469
1480	1208 smith ridge rd, new canaan, ct 06840	41.193978	-73.508407
1481	1196 smith ridge rd, new canaan, ct 06840	41.193762	-73.510055
1482	301 michigan rd, new canaan, ct 06840	41.188561	-73.512932
1483	247 michigan rd, new canaan, ct 06840	41.188179	-73.511576
1484	223 michigan rd, new canaan, ct 06840	41.189506	-73.51185
1485	michigan rd, new canaan, ct 06840	41.1877051	-73.51105
1486	219 michigan rd, new canaan, ct 06840	41.189738	-73.5106519
1487	403 michigan rd, new canaan, ct 06840	41.191459	-73.517814
1488	451 michigan rd, new canaan, ct 06840	41.1912741	-73.5185277
1489	964 smith ridge rd, new canaan, ct 06840	41.185866	-73.50508
1490	82 brookwood ln, new canaan, ct 06840	41.1645309	-73.4984319
1491	114 country club rd, new canaan, ct 06840	41.1687889	-73.499827
1492	62 country club rd, new canaan, ct 06840	41.169517	-73.497472
1493	230 smith ridge rd, new canaan, ct 06840	41.162555	-73.495329
1494	238 smith ridge rd, new canaan, ct 06840	41.162963	-73.495827
1495	276 smith ridge rd, new canaan, ct 06840	41.1643929	-73.496194
1496	370 smith ridge rd, new canaan, ct 06840	41.167689	-73.494985
1497	31 norholt dr, new canaan, ct 06840	41.166444	-73.496331
1498	51 norholt dr, new canaan, ct 06840	41.1669709	-73.496625
1499	72 norholt dr, new canaan, ct 06840	41.167022	-73.498407
1500	107 lambert rd, new canaan, ct 06840	41.163096	-73.502381
1501	394 smith ridge rd, new canaan, ct 06840	41.168314	-73.495155
1502	22 country club rd, new canaan, ct 06840	41.1690619	-73.495171
1503	24 country club rd, new canaan, ct 06840	41.168826	-73.496092
1504	32 country club rd, new canaan, ct 06840	41.169702	-73.496485
1505	36 brookwood ln, new canaan, ct 06840	41.168532	-73.497057
1506	34 brookwood ln, new canaan, ct 06840	41.168207	-73.498173
1507	90 country club rd, new canaan, ct 06840	41.1690169	-73.4989049
1508	44 brookwood ln, new canaan, ct 06840	41.16794	-73.499374
1509	12 norholt dr, new canaan, ct 06840	41.1657719	-73.495512
1510	30 siwanoy ln, new canaan, ct 06840	41.158872	-73.499223
1511	41 siwanoy ln, new canaan, ct 06840	41.160141	-73.499139
1512	19 siwanoy ln, new canaan, ct 06840	41.159082	-73.497521
1513	110 glen dr, new canaan, ct 06840	41.1603319	-73.4984
1514	111 glen dr, new canaan, ct 06840	41.161127	-73.497947
1515	75 glen dr, new canaan, ct 06840	41.16059	-73.496915
1516	76 glen dr, new canaan, ct 06840	41.1600279	-73.496475
1517	99 brookwood ln, new canaan, ct 06840	41.166894	-73.500439
1518	189 brookwood ln, new canaan, ct 06840	41.16295	-73.499887
1519	301 oenoke rdg, new canaan, ct 06840	41.159391	-73.500683
1520	321 oenoke rdg, new canaan, ct 06840	41.159104	-73.501613
1521	307 oenoke rdg, new canaan, ct 06840	41.158762	-73.501328
1522	34 norholt dr, new canaan, ct 06840	41.165854	-73.497084
1523	62 norholt dr, new canaan, ct 06840	41.166806	-73.497664
1524	270 smith ridge rd, new canaan, ct 06840	41.164039	-73.496122
1525	20 country club rd, new canaan, ct 06840	41.169936	-73.495533
1526	71 norholt dr, new canaan, ct 06840	41.167454	-73.4969069
1527	21 glen dr, new canaan, ct 06840	41.159694	-73.494651
1528	159 lambert rd, new canaan, ct 06840	41.164551	-73.50315
1529	113 brookwood ln, new canaan, ct 06840	41.1659689	-73.501499
1530	339 oenoke rdg, new canaan, ct 06840	41.15986	-73.502003
1531	71 lambert rd, new canaan, ct 06840	41.161947	-73.502516
1532	37 brookwood ln, new canaan, ct 06840	41.167862	-73.500879
1533	13 brookwood ln, new canaan, ct 06840	41.168598	-73.501204
1534	187 parade hill rd, new canaan, ct 06840	41.158306	-73.499837
1535	248 smith ridge rd, new canaan, ct 06840	41.163536	-73.495898
1536	37 lambert rd, new canaan, ct 06840	41.160844	-73.501398
1537	39 lambert rd, new canaan, ct 06840	41.160224	-73.500808
1538	181 lambert rd, new canaan, ct 06840	41.165343	-73.5033
1539	6 glen dr, new canaan, ct 06840	41.158299	-73.495002
1540	4 glen dr, new canaan, ct 06840	41.158288	-73.494489
1541	34 glen dr, new canaan, ct 06840	41.159315	-73.49578
1542	20 glen dr, new canaan, ct 06840	41.159047	-73.495424
1543	14 glen dr, new canaan, ct 06840	41.158936	-73.49516
1544	119 parade hill rd, new canaan, ct 06840	41.158305	-73.496802
1545	41 parade hill rd, new canaan, ct 06840	41.156224	-73.494385
1546	29 parade hill rd, new canaan, ct 06840	41.155872	-73.4940979
1547	150 smith ridge rd, new canaan, ct 06840	41.160146	-73.4949309
1548	109 parade hill rd, new canaan, ct 06840	41.158306	-73.496162
1549	105 parade hill rd, new canaan, ct 06840	41.158324	-73.495802
1550	107 parade hill rd, new canaan, ct 06840	41.158113	-73.495541
1551	16 riverbank ct, new canaan, ct 06840	41.1578171	-73.4949975
1552	15 riverbank ct, new canaan, ct 06840	41.157417	-73.495056
1553	31 riverbank ct, new canaan, ct 06840	41.157153	-73.494871
1554	44 glen dr, new canaan, ct 06840	41.159671	-73.49615
1555	8 glen dr, new canaan, ct 06840	41.1587869	-73.495023
1556	115 parade hill rd, new canaan, ct 06840	41.158278	-73.496497
1557	129 parade hill rd, new canaan, ct 06840	41.158474	-73.497215
1558	139 parade hill rd, new canaan, ct 06840	41.158486	-73.497675
1559	7 siwanoy ln, new canaan, ct 06840	41.158516	-73.498116
1560	17 siwanoy ln, new canaan, ct 06840	41.158714	-73.496735
1561	47 parade hill rd unit 47, new canaan, ct 06840	41.1562169	-73.4946329
1562	49 parade hill rd unit 49, new canaan, ct 06840	41.1563054	-73.4947356
1563	55 parade hill rd, new canaan, ct 06840	41.156567	-73.494761
1564	223 oenoke rdg, new canaan, ct 06840	41.155952	-73.499806
1565	211 oenoke rdg, new canaan, ct 06840	41.155566	-73.499637
1566	135 oenoke rdg, new canaan, ct 06840	41.153481	-73.497697
1567	139 oenoke rdg, new canaan, ct 06840	41.1538619	-73.497735
1568	137 oenoke rdg, new canaan, ct 06840	41.153941	-73.498074
1569	141 oenoke rdg, new canaan, ct 06840	41.154067	-73.498417
1570	204 parade hill rd, new canaan, ct 06840	41.157455	-73.499844
1571	4 main st, new canaan, ct 06840	41.149673	-73.495624
1572	18 main st, new canaan, ct 06840	41.149377	-73.49503
1573	38 main st, new canaan, ct 06840	41.149076	-73.49463
1574	2 holmewood ln, new canaan, ct 06840	41.1559389	-73.499088
1575	4 holmewood ln, new canaan, ct 06840	41.156045	-73.498685
1576	3 holmewood ln, new canaan, ct 06840	41.155531	-73.497733
1577	143 oenoke rdg, new canaan, ct 06840	41.153463	-73.498782
1578	159 oenoke rdg, new canaan, ct 06840	41.153903	-73.499
1579	21 hampton ln, new canaan, ct 06840	41.155856	-73.494972
1580	5 hampton ln, new canaan, ct 06840	41.154743	-73.496038
1581	17 hampton ln, new canaan, ct 06840	41.155477	-73.495284
1582	24 drummond ln, new canaan, ct 06840	41.153904	-73.496284
1583	26 drummond ln, new canaan, ct 06840	41.15426	-73.496145
1584	25 drummond ln, new canaan, ct 06840	41.15433	-73.495561
1585	12 main st, new canaan, ct 06840	41.149541	-73.495355
1586	30 heritage hill rd unit 30, new canaan, ct 06840	41.149937	-73.494722
1587	32 heritage hill rd unit 32, new canaan, ct 06840	41.149947	-73.494888
1588	34 heritage hill rd unit 34, new canaan, ct 06840	41.149861	-73.494971
1589	36 heritage hill rd unit 36, new canaan, ct 06840	41.149861	-73.495121
1590	38 heritage hill rd unit 38, new canaan, ct 06840	41.149923	-73.495211
1591	40 heritage hill rd unit 40, new canaan, ct 06840	41.150061	-73.495136
1592	42 heritage hill rd unit 42, new canaan, ct 06840	41.150061	-73.4952859
1593	44 heritage hill rd unit 44, new canaan, ct 06840	41.150244	-73.495233
1594	46 heritage hill rd unit 46, new canaan, ct 06840	41.150248	-73.495126
1595	48 heritage hill rd unit 48, new canaan, ct 06840	41.150251	-73.495023
1596	50 heritage hill rd unit 50, new canaan, ct 06840	41.149947	-73.494888
1597	52 heritage hill rd unit 52, new canaan, ct 06840	41.150179	-73.494802
1598	84 heritage hill rd unit 84, new canaan, ct 06840	41.151335	-73.495018
1599	86 heritage hill rd, new canaan, ct 06840	41.151268	-73.495065
1600	60 heritage hill rd apt a, new canaan, ct 06840	41.150754	-73.494833
1601	60 heritage hill rd apt b, new canaan, ct 06840	41.150754	-73.494833
1602	60 heritage hill rd apt c, new canaan, ct 06840	41.150754	-73.494833
1603	60 heritage hill rd apt d, new canaan, ct 06840	41.150754	-73.494833
1604	62 heritage hill rd apt a, new canaan, ct 06840	41.150884	-73.495015
1605	62 heritage hill rd apt b, new canaan, ct 06840	41.150884	-73.495015
1606	62 heritage hill rd apt c, new canaan, ct 06840	41.150884	-73.495015
1607	62 heritage hill rd apt d, new canaan, ct 06840	41.150884	-73.495015
1608	64 heritage hill rd apt a, new canaan, ct 06840	41.150878	-73.495108
1609	64 heritage hill rd apt b, new canaan, ct 06840	41.150878	-73.495108
1610	64 heritage hill rd apt c, new canaan, ct 06840	41.150878	-73.495108
1611	64 heritage hill rd apt d, new canaan, ct 06840	41.150878	-73.495108
1612	66 heritage hill rd apt a, new canaan, ct 06840	41.150869	-73.495383
1613	66 heritage hill rd apt b, new canaan, ct 06840	41.150869	-73.495383
1614	66 heritage hill rd apt c, new canaan, ct 06840	41.150869	-73.495383
1615	66 heritage hill rd apt d, new canaan, ct 06840	41.150869	-73.495383
1616	70 heritage hill rd apt a, new canaan, ct 06840	41.150535	-73.496002
1617	70 heritage hill rd apt b, new canaan, ct 06840	41.150535	-73.496002
1618	70 heritage hill rd apt c, new canaan, ct 06840	41.150535	-73.496002
1619	70 heritage hill rd apt d, new canaan, ct 06840	41.150535	-73.496002
1620	72 heritage hill rd apt a, new canaan, ct 06840	41.150879	-73.49601
1621	72 heritage hill rd apt b, new canaan, ct 06840	41.150879	-73.49601
1622	72 heritage hill rd apt c, new canaan, ct 06840	41.150879	-73.49601
1623	72 heritage hill rd apt d, new canaan, ct 06840	41.150879	-73.49601
1624	74 heritage hill rd apt a, new canaan, ct 06840	41.151215	-73.495972
1625	74 heritage hill rd apt b, new canaan, ct 06840	41.151215	-73.495972
1626	74 heritage hill rd apt c, new canaan, ct 06840	41.151215	-73.495972
1627	74 heritage hill rd apt d, new canaan, ct 06840	41.151215	-73.495972
1628	76 heritage hill rd apt a, new canaan, ct 06840	41.151353	-73.496065
1629	76 heritage hill rd apt b, new canaan, ct 06840	41.151353	-73.496065
1630	76 heritage hill rd apt c, new canaan, ct 06840	41.151353	-73.496065
1631	76 heritage hill rd apt d, new canaan, ct 06840	41.151353	-73.496065
1632	78 heritage hill rd apt a, new canaan, ct 06840	41.1517	-73.4960739
1633	78 heritage hill rd apt b, new canaan, ct 06840	41.1517	-73.4960739
1634	78 heritage hill rd apt c, new canaan, ct 06840	41.1517	-73.4960739
1635	78 heritage hill rd apt d, new canaan, ct 06840	41.1517	-73.4960739
1636	80 heritage hill rd apt a, new canaan, ct 06840	41.151324	-73.495443
1637	80 heritage hill rd apt b, new canaan, ct 06840	41.151324	-73.495443
1638	80 heritage hill rd apt c, new canaan, ct 06840	41.151324	-73.495443
1639	80 heritage hill rd apt d, new canaan, ct 06840	41.151324	-73.495443
1640	82 heritage hill rd apt a, new canaan, ct 06840	41.151235	-73.495154
1641	82 heritage hill rd apt b, new canaan, ct 06840	41.151235	-73.495154
1642	82 heritage hill rd apt c, new canaan, ct 06840	41.151235	-73.495154
1643	82 heritage hill rd apt d, new canaan, ct 06840	41.151235	-73.495154
1644	88 heritage hill rd apt a, new canaan, ct 06840	41.151471	-73.495098
1645	88 heritage hill rd apt b, new canaan, ct 06840	41.151471	-73.495098
1646	88 heritage hill rd apt c, new canaan, ct 06840	41.151471	-73.495098
1647	88 heritage hill rd apt d, new canaan, ct 06840	41.151471	-73.495098
1648	94 heritage hill rd apt a, new canaan, ct 06840	41.151666	-73.495208
1649	94 heritage hill rd apt b, new canaan, ct 06840	41.151666	-73.495208
1650	94 heritage hill rd apt c, new canaan, ct 06840	41.151666	-73.495208
1651	94 heritage hill rd apt d, new canaan, ct 06840	41.151666	-73.495208
1652	heritage hill rd unit g11, new canaan, ct 06840	41.1517283	-73.4949126
1653	heritage hill rd unit g14, new canaan, ct 06840	41.1517283	-73.4949126
1654	heritage hill rd unit g31, new canaan, ct 06840	41.1517283	-73.4949126
1655	heritage hill rd unit g33, new canaan, ct 06840	41.1517283	-73.4949126
1656	heritage hill rd unit g34, new canaan, ct 06840	41.1517283	-73.4949126
1657	heritage hill rd unit g38, new canaan, ct 06840	41.1517283	-73.4949126
1658	heritage hill rd unit g57, new canaan, ct 06840	41.1517283	-73.4949126
1659	heritage hill rd unit g66, new canaan, ct 06840	41.1517283	-73.4949126
1660	104 heritage hill rd apt a, new canaan, ct 06840	41.152057	-73.4952689
1661	104 heritage hill rd apt b, new canaan, ct 06840	41.152057	-73.4952689
1662	104 heritage hill rd apt c, new canaan, ct 06840	41.152057	-73.4952689
1663	104 heritage hill rd apt d, new canaan, ct 06840	41.152057	-73.4952689
1664	108 heritage hill rd apt a, new canaan, ct 06840	41.152293	-73.49532
1665	108 heritage hill rd apt b, new canaan, ct 06840	41.152293	-73.49532
1666	108 heritage hill rd apt c, new canaan, ct 06840	41.152293	-73.49532
1667	108 heritage hill rd apt d, new canaan, ct 06840	41.152293	-73.49532
1668	114 heritage hill rd apt a, new canaan, ct 06840	41.1523759	-73.495568
1669	114 heritage hill rd apt b, new canaan, ct 06840	41.1523759	-73.495568
1670	114 heritage hill rd apt c, new canaan, ct 06840	41.1523759	-73.495568
1671	114 heritage hill rd apt d, new canaan, ct 06840	41.1523759	-73.495568
1672	122 heritage hill rd apt a, new canaan, ct 06840	41.152691	-73.495547
1673	122 heritage hill rd apt b, new canaan, ct 06840	41.152691	-73.495547
1674	122 heritage hill rd apt c, new canaan, ct 06840	41.152691	-73.495547
1675	122 heritage hill rd apt d, new canaan, ct 06840	41.152691	-73.495547
1676	126 heritage hill rd apt a, new canaan, ct 06840	41.152898	-73.49571
1677	126 heritage hill rd apt b, new canaan, ct 06840	41.152898	-73.49571
1678	126 heritage hill rd apt c, new canaan, ct 06840	41.152898	-73.49571
1679	126 heritage hill rd apt d, new canaan, ct 06840	41.152898	-73.49571
1680	128 heritage hill rd apt a, new canaan, ct 06840	41.1528909	-73.495991
1681	128 heritage hill rd apt b, new canaan, ct 06840	41.1528909	-73.495991
1682	128 heritage hill rd apt c, new canaan, ct 06840	41.1528909	-73.495991
1683	128 heritage hill rd apt d, new canaan, ct 06840	41.1528909	-73.495991
1684	132 heritage hill rd apt a, new canaan, ct 06840	41.153004	-73.496003
1685	132 heritage hill rd apt b, new canaan, ct 06840	41.153004	-73.496003
1686	132 heritage hill rd apt c, new canaan, ct 06840	41.153004	-73.496003
1687	132 heritage hill rd apt d, new canaan, ct 06840	41.153004	-73.496003
1688	136 heritage hill rd apt a, new canaan, ct 06840	41.153203	-73.495827
1689	136 heritage hill rd apt b, new canaan, ct 06840	41.153203	-73.495827
1690	136 heritage hill rd apt c, new canaan, ct 06840	41.153203	-73.495827
1691	136 heritage hill rd apt d, new canaan, ct 06840	41.153203	-73.495827
1692	140 heritage hill rd apt a, new canaan, ct 06840	41.1532989	-73.495543
1693	140 heritage hill rd apt b, new canaan, ct 06840	41.1532989	-73.495543
1694	140 heritage hill rd apt c, new canaan, ct 06840	41.1532989	-73.495543
1695	140 heritage hill rd apt d, new canaan, ct 06840	41.1532989	-73.495543
1696	78 rural dr, new canaan, ct 06840	41.15773	-73.498288
1697	72 rural dr, new canaan, ct 06840	41.157472	-73.498856
1698	172 heritage hill rd, new canaan, ct 06840	41.154264	-73.49497
1699	2 parade hill rd, new canaan, ct 06840	41.154749	-73.494125
1700	239 oenoke rdg, new canaan, ct 06840	41.156486	-73.500182
1701	253 oenoke rdg, new canaan, ct 06840	41.156719	-73.499566
1702	5 holmewood ln, new canaan, ct 06840	41.155979	-73.49821
1703	6 holmewood ln, new canaan, ct 06840	41.156071	-73.49785
1704	hampton ln, new canaan, ct 06840	41.1546958	-73.4973409
1705	180 heritage hill rd, new canaan, ct 06840	41.154516	-73.49445
1706	4 hampton ln, new canaan, ct 06840	41.154964	-73.497636
1707	2 hampton ln, new canaan, ct 06840	41.154799	-73.498233
1708	56-58 parade hill rd, new canaan, ct 06840	41.1564335	-73.4952065
1709	20 rural dr, new canaan, ct 06840	41.156243	-73.496066
1710	22 rural dr, new canaan, ct 06840	41.15592	-73.496185
1711	24 rural dr, new canaan, ct 06840	41.155886	-73.496696
1712	30 rural dr, new canaan, ct 06840	41.156371	-73.49691
1713	48 rural dr, new canaan, ct 06840	41.156466	-73.498021
1714	36 rural dr, new canaan, ct 06840	41.156289	-73.497385
1715	70 rural dr, new canaan, ct 06840	41.15712	-73.498741
1716	8 holmewood ln, new canaan, ct 06840	41.1559255	-73.4977187
1717	6 hampton ln, new canaan, ct 06840	41.155136	-73.497064
1718	8 hampton ln, new canaan, ct 06840	41.155256	-73.496625
1719	12 saint johns pl unit 12, new canaan, ct 06840	41.147977	-73.494782
1720	10 saint johns pl unit 10, new canaan, ct 06840	41.147899	-73.494743
1721	46 park st unit 46, new canaan, ct 06840	41.147749	-73.495386
1722	48 park st #48, new canaan, ct 06840	41.147671	-73.495348
1723	19 mead st, new canaan, ct 06840	41.142916	-73.493163
1724	190 park st apt 1, new canaan, ct 06840	41.142983	-73.494371
1725	190 park st apt 2, new canaan, ct 06840	41.142983	-73.494371
1726	190 park st apt 3, new canaan, ct 06840	41.142983	-73.494371
1727	192 park st apt 4, new canaan, ct 06840	41.143002	-73.494111
1728	192 park st apt 5, new canaan, ct 06840	41.143002	-73.494111
1729	192 park st apt 6, new canaan, ct 06840	41.143002	-73.494111
1730	194 park st unit 194, new canaan, ct 06840	41.142991	-73.494203
1731	196 park st unit 8, new canaan, ct 06840	41.142863	-73.494156
1732	196 park st unit 9, new canaan, ct 06840	41.142863	-73.494156
1733	196 park st unit 10, new canaan, ct 06840	41.142863	-73.494156
1734	198 park st unit 198, new canaan, ct 06840	41.142802	-73.494135
1735	200 park st unit 200, new canaan, ct 06840	41.142743	-73.4941149
1736	202 park st unit 14, new canaan, ct 06840	41.142817	-73.4940529
1737	202 park st unit 15, new canaan, ct 06840	41.142817	-73.4940529
1738	204 park st unit 204, new canaan, ct 06840	41.1426159	-73.494062
1739	206 park st apt 17, new canaan, ct 06840	41.142499	-73.494021
1740	206 park st apt 18, new canaan, ct 06840	41.142499	-73.494021
1741	206 park st apt 19, new canaan, ct 06840	41.142499	-73.494021
