	addr	lat	long
2450	258 main st unit 258, new canaan, ct 06840	41.144033	-73.488034
2451	256 main st unit 256, new canaan, ct 06840	41.143956	-73.4880979
2452	75 hoyt st, new canaan, ct 06840	41.146512	-73.487596
2453	63 hoyt st, new canaan, ct 06840	41.146096	-73.487841
2454	15 hoyt st, new canaan, ct 06840	41.144608	-73.488708
2455	207 summer st, new canaan, ct 06840	41.14528	-73.487553
2456	140 east ave unit 140, new canaan, ct 06840	41.147812	-73.486009
2457	138 east ave unit 138, new canaan, ct 06840	41.1479069	-73.486125
2458	134 east ave, new canaan, ct 06840	41.1477689	-73.486238
2459	136 east ave unit 136, new canaan, ct 06840	41.14792	-73.486304
2460	96 summer st, new canaan, ct 06840	41.149128	-73.486485
2461	148 east ave, new canaan, ct 06840	41.147813	-73.485728
2462	16 ledge ave, new canaan, ct 06840	41.149913	-73.486384
2463	15 brook st, new canaan, ct 06840	41.14993	-73.4870399
2464	26 ledge ave, new canaan, ct 06840	41.149899	-73.486694
2465	116 summer st, new canaan, ct 06840	41.1479069	-73.486125
2466	6 ledge ave, new canaan, ct 06840	41.149944	-73.485659
2467	243 new norwalk rd, new canaan, ct 06840	41.149862	-73.485457
2468	21 e hills dr unit 21, new canaan, ct 06840	41.148313	-73.485311
2469	23 e hills dr unit 23, new canaan, ct 06840	41.148361	-73.4853739
2470	7 e hills dr, new canaan, ct 06840	41.147895	-73.484926
2471	172 east ave, new canaan, ct 06840	41.147734	-73.484553
2472	24 e hills dr, new canaan, ct 06840	41.1478042	-73.4854088
2473	20 e hills dr, new canaan, ct 06840	41.1477554	-73.4853008
2474	253 new norwalk rd apt 1, new canaan, ct 06840	41.149757	-73.485229
2475	253 new norwalk rd apt 2, new canaan, ct 06840	41.149757	-73.485229
2476	253 new norwalk rd apt 3, new canaan, ct 06840	41.149757	-73.485229
2477	253 new norwalk rd apt 4, new canaan, ct 06840	41.149757	-73.485229
2478	253 new norwalk rd apt 5, new canaan, ct 06840	41.149757	-73.485229
2479	253 new norwalk rd apt 6, new canaan, ct 06840	41.149757	-73.485229
2480	259 new norwalk rd apt 7, new canaan, ct 06840	41.149666	-73.484882
2481	259 new norwalk rd apt 8, new canaan, ct 06840	41.149666	-73.484882
2482	259 new norwalk rd apt 9, new canaan, ct 06840	41.149666	-73.484882
2483	259 new norwalk rd apt 10, new canaan, ct 06840	41.149666	-73.484882
2484	259 new norwalk rd apt 11, new canaan, ct 06840	41.149666	-73.484882
2485	259 new norwalk rd apt 12, new canaan, ct 06840	41.149666	-73.484882
2486	32 e hills dr unit 32, new canaan, ct 06840	41.1480051	-73.4854277
2487	34 e hills dr unit 34, new canaan, ct 06840	41.1480671	-73.4853907
2488	37 e hills dr unit 37, new canaan, ct 06840	41.1486949	-73.485842
2489	35 e hills dr unit 35, new canaan, ct 06840	41.1487089	-73.485754
2490	33 e hills dr unit 33, new canaan, ct 06840	41.148815	-73.485608
2491	31 e hills dr unit 31, new canaan, ct 06840	41.148747	-73.485609
2492	289 new norwalk rd unit 1, new canaan, ct 06840	41.1489228	-73.4830074
2493	289 new norwalk rd #2, new canaan, ct 06840	41.1489228	-73.4830074
2494	289 new norwalk rd unit 3, new canaan, ct 06840	41.1489228	-73.4830074
2495	289 new norwalk rd #4, new canaan, ct 06840	41.1489228	-73.4830074
2496	289 new norwalk rd #6, new canaan, ct 06840	41.1489228	-73.4830074
2497	289 new norwalk rd unit 7, new canaan, ct 06840	41.1489228	-73.4830074
2498	289 new norwalk rd #8, new canaan, ct 06840	41.1489228	-73.4830074
2499	289 new norwalk rd unit 9, new canaan, ct 06840	41.1489228	-73.4830074
2500	289 new norwalk rd unit g, new canaan, ct 06840	41.1489228	-73.4830074
2501	289 new norwalk rd #10, new canaan, ct 06840	41.1489228	-73.4830074
2502	289 new norwalk rd unit 11, new canaan, ct 06840	41.1489228	-73.4830074
2503	289 new norwalk rd unit 12, new canaan, ct 06840	41.1489228	-73.4830074
2504	289 new norwalk rd unit 17, new canaan, ct 06840	41.1489228	-73.4830074
2505	289 new norwalk rd unit 18, new canaan, ct 06840	41.1489228	-73.4830074
2506	289 new norwalk rd unit 19, new canaan, ct 06840	41.1489228	-73.4830074
2507	289 new norwalk rd unit 20, new canaan, ct 06840	41.1489228	-73.4830074
2508	289 new norwalk rd #21, new canaan, ct 06840	41.1489228	-73.4830074
2509	289 new norwalk rd unit 22, new canaan, ct 06840	41.1489228	-73.4830074
2510	289 new norwalk rd unit 23, new canaan, ct 06840	41.1489228	-73.4830074
2511	289 new norwalk rd #24, new canaan, ct 06840	41.1489228	-73.4830074
2512	289 new norwalk rd unit 25, new canaan, ct 06840	41.1489228	-73.4830074
2513	289 new norwalk rd #26, new canaan, ct 06840	41.1489228	-73.4830074
2514	289 new norwalk rd unit 27, new canaan, ct 06840	41.1489228	-73.4830074
2515	289 new norwalk rd unit 28, new canaan, ct 06840	41.1489228	-73.4830074
2516	289 new norwalk rd unit 29, new canaan, ct 06840	41.1489228	-73.4830074
2517	289 new norwalk rd unit 30, new canaan, ct 06840	41.1489228	-73.4830074
2518	289 new norwalk rd #31, new canaan, ct 06840	41.1489228	-73.4830074
2519	289 new norwalk rd unit 32, new canaan, ct 06840	41.1489228	-73.4830074
2520	289 new norwalk rd #33, new canaan, ct 06840	41.1489228	-73.4830074
2521	289 new norwalk rd #34, new canaan, ct 06840	41.1489228	-73.4830074
2522	289 new norwalk rd #35, new canaan, ct 06840	41.1489228	-73.4830074
2523	289 new norwalk rd unit 36, new canaan, ct 06840	41.1489228	-73.4830074
2524	289 new norwalk rd #37, new canaan, ct 06840	41.1489228	-73.4830074
2525	289 new norwalk rd unit 38, new canaan, ct 06840	41.1489228	-73.4830074
2526	289 new norwalk rd unit 39, new canaan, ct 06840	41.1489228	-73.4830074
2527	289 new norwalk rd unit g2, new canaan, ct 06840	41.1489228	-73.4830074
2528	289 new norwalk rd unit g15, new canaan, ct 06840	41.1489228	-73.4830074
2529	104 summer st, new canaan, ct 06840	41.148922	-73.486395
2530	32 lakeview ave, new canaan, ct 06840	41.144632	-73.486998
2531	218 summer st, new canaan, ct 06840	41.144812	-73.48707
2532	194 summer st, new canaan, ct 06840	41.145546	-73.486763
2533	188 summer st, new canaan, ct 06840	41.145763	-73.486717
2534	160 summer st, new canaan, ct 06840	41.146752	-73.486463
2535	156 summer st, new canaan, ct 06840	41.14688	-73.486464
2536	148 summer st, new canaan, ct 06840	41.147061	-73.486398
2537	133 east ave, new canaan, ct 06840	41.147364	-73.48632
2538	141 east ave unit 141, new canaan, ct 06840	41.1474647	-73.4862635
2539	143 east ave unit 143, new canaan, ct 06840	41.1474611	-73.4862241
2540	145 east ave unit 145, new canaan, ct 06840	41.1474574	-73.4861846
2541	147 east ave unit 147, new canaan, ct 06840	41.1475272	-73.4861132
2542	149 east ave #149, new canaan, ct 06840	41.1475217	-73.486054
2543	151 east ave unit 151, new canaan, ct 06840	41.1474308	-73.485879
2544	153 east ave unit 153, new canaan, ct 06840	41.1474235	-73.4857898
2545	155 east ave unit 155, new canaan, ct 06840	41.1474163	-73.4857005
2546	157 east ave, new canaan, ct 06840	41.147409	-73.4856112
2547	159 east ave unit 159, new canaan, ct 06840	41.1474017	-73.485522
2548	161 east ave unit 161, new canaan, ct 06840	41.1473673	-73.4851337
2549	40 lakeview ave, new canaan, ct 06840	41.1447445	-73.4866182
2550	36 lakeview ave, new canaan, ct 06840	41.144734	-73.486802
2551	35 millport ave, new canaan, ct 06840	41.146357	-73.484615
2552	180 summer st, new canaan, ct 06840	41.145987	-73.4866739
2553	204 summer st, new canaan, ct 06840	41.1453289	-73.486793
2554	164 summer st apt a, new canaan, ct 06840	41.146628	-73.485867
2555	164 summer st apt b, new canaan, ct 06840	41.146628	-73.485867
2556	164 summer st apt c, new canaan, ct 06840	41.146628	-73.485867
2557	164 summer st apt d, new canaan, ct 06840	41.146628	-73.485867
2558	168 summer st unit a, new canaan, ct 06840	41.14646	-73.485817
2559	168 summer st unit b, new canaan, ct 06840	41.14646	-73.485817
2560	168 summer st unit c, new canaan, ct 06840	41.14646	-73.485817
2561	172 summer st apt a, new canaan, ct 06840	41.146203	-73.485998
2562	172 summer st apt b, new canaan, ct 06840	41.146203	-73.485998
2563	172 summer st apt c, new canaan, ct 06840	41.146203	-73.485998
2564	172 summer st apt d, new canaan, ct 06840	41.146203	-73.485998
2565	176 summer st unit a, new canaan, ct 06840	41.146225	-73.486348
2566	176 summer st unit b, new canaan, ct 06840	41.146225	-73.486348
2567	176 summer st unit c, new canaan, ct 06840	41.146225	-73.486348
2568	60 lakeview ln unit 60, new canaan, ct 06840	41.144868	-73.48547
2569	62 lakeview ln unit 62, new canaan, ct 06840	41.144942	-73.485467
2570	64 lakeview ln #64, new canaan, ct 06840	41.145013	-73.485461
2571	66 lakeview ln #66, new canaan, ct 06840	41.145084	-73.485396
2572	68 lakeview ln #68, new canaan, ct 06840	41.145157	-73.485459
2573	70 lakeview ln unit 70, new canaan, ct 06840	41.145229	-73.485387
2574	58 lakeview ave apt 7, new canaan, ct 06840	41.1446693	-73.4858072
2575	58 lakeview ave apt 8, new canaan, ct 06840	41.1446693	-73.4858072
2576	58 lakeview ave apt 9, new canaan, ct 06840	41.1446693	-73.4858072
2577	58 lakeview ave apt 10, new canaan, ct 06840	41.1446693	-73.4858072
2578	58 lakeview ave apt 11, new canaan, ct 06840	41.1446693	-73.4858072
2579	56 lakeview ln #12, new canaan, ct 06840	41.1457819	-73.485781
2580	56 lakeview ln unit 13, new canaan, ct 06840	41.1457819	-73.485781
2581	56 lakeview ln unit 14, new canaan, ct 06840	41.1457819	-73.485781
2582	54 lakeview ave apt 15, new canaan, ct 06840	41.144652	-73.4858953
2583	54 lakeview ave apt 16, new canaan, ct 06840	41.144652	-73.4858953
2584	54 lakeview ave apt 17, new canaan, ct 06840	41.144652	-73.4858953
2585	54 lakeview ave apt 18, new canaan, ct 06840	41.144652	-73.4858953
2586	52 lakeview ln unit 19, new canaan, ct 06840	41.145114	-73.486022
2587	52 lakeview ln unit 20, new canaan, ct 06840	41.145114	-73.486022
2588	74 lakeview ave, new canaan, ct 06840	41.145196	-73.485125
2589	282 main st, new canaan, ct 06840	41.143479	-73.486977
2590	284 main st, new canaan, ct 06840	41.143279	-73.486797
2591	294 main st unit 294, new canaan, ct 06840	41.143308	-73.486187
2592	292 main st unit 292, new canaan, ct 06840	41.143312	-73.486392
2593	296 main st, new canaan, ct 06840	41.143074	-73.486243
2594	304 main st, new canaan, ct 06840	41.142908	-73.485958
2595	147 millport ave, new canaan, ct 06840	41.142726	-73.484962
2596	131 millport ave, new canaan, ct 06840	41.143244	-73.485014
2597	12 olmstead ct, new canaan, ct 06840	41.143357	-73.485336
2598	19 olmstead ct, new canaan, ct 06840	41.143554	-73.486013
2599	109 millport ave, new canaan, ct 06840	41.144096	-73.485202
2600	93 millport ave, new canaan, ct 06840	41.144515	-73.484925
2601	71 lakeview ave, new canaan, ct 06840	41.1445099	-73.485149
2602	67 lakeview ave, new canaan, ct 06840	41.144505	-73.485337
2603	49 lakeview ave unit 1, new canaan, ct 06840	41.144109	-73.4859
2604	49 lakeview ave unit 2, new canaan, ct 06840	41.144109	-73.4859
2605	322 main st, new canaan, ct 06840	41.142549	-73.485505
2606	328 main st, new canaan, ct 06840	41.142356	-73.485347
2607	17 olmstead ct, new canaan, ct 06840	41.143755	-73.485742
2608	7 olmstead ct, new canaan, ct 06840	41.14379	-73.485315
2609	19 lakeview ave unit 19, new canaan, ct 06840	41.143859	-73.486949
2610	17 lakeview ave unit 17, new canaan, ct 06840	41.143918	-73.4873566
2611	15 lakeview ave unit 15, new canaan, ct 06840	41.143763	-73.487227
2612	25 lakeview ave unit 25, new canaan, ct 06840	41.1439	-73.48644
2613	23 lakeview ave unit 23, new canaan, ct 06840	41.1441593	-73.4871821
2614	21 lakeview ave unit 21, new canaan, ct 06840	41.143914	-73.486744
2615	29 lakeview ave unit 29, new canaan, ct 06840	41.143849	-73.486075
2616	27 lakeview ave unit 27, new canaan, ct 06840	41.1442248	-73.487122
2617	33 lakeview ave unit 33, new canaan, ct 06840	41.144333	-73.486262
2618	31 lakeview ave unit 31, new canaan, ct 06840	41.1442844	-73.4870525
2619	39 lakeview ave unit 39, new canaan, ct 06840	41.144172	-73.486863
2620	37 lakeview ave unit 37, new canaan, ct 06840	41.144486	-73.4865728
2621	35 lakeview ave unit 35, new canaan, ct 06840	41.1442679	-73.486585
2622	274 main st, new canaan, ct 06840	41.143565	-73.487331
2623	135 millport ave, new canaan, ct 06840	41.1430689	-73.485089
2624	338 main st, new canaan, ct 06840	41.142158	-73.485028
2625	152 millport ave, new canaan, ct 06840	41.142586	-73.484247
2626	126 millport ave, new canaan, ct 06840	41.143536	-73.4845409
2627	118 millport ave unit 118, new canaan, ct 06840	41.143687	-73.484645
2628	116 millport ave unit 116, new canaan, ct 06840	41.143751	-73.484639
2629	110 millport ave, new canaan, ct 06840	41.144055	-73.484646
2630	138 millport ave, new canaan, ct 06840	41.1430409	-73.484266
2631	132 millport ave unit 132, new canaan, ct 06840	41.1433026	-73.4844871
2632	90 old norwalk rd, new canaan, ct 06840	41.1374179	-73.4762329
2633	86 old norwalk rd, new canaan, ct 06840	41.137496	-73.476578
2634	48 old norwalk rd, new canaan, ct 06840	41.137182	-73.478249
2635	56 old norwalk rd, new canaan, ct 06840	41.137317	-73.477934
2636	62 old norwalk rd, new canaan, ct 06840	41.137325	-73.477577
2637	22 holly rd, new canaan, ct 06840	41.13768	-73.47738
2638	6 down river rd, new canaan, ct 06840	41.139951	-73.482828
2639	452 main st, new canaan, ct 06840	41.138967	-73.482427
2640	482 main st, new canaan, ct 06840	41.138221	-73.4815349
2641	364 main st unit 364, new canaan, ct 06840	41.141581	-73.484215
2642	378 main st, new canaan, ct 06840	41.141177	-73.483626
2643	388 main st unit 388, new canaan, ct 06840	41.140856	-73.483565
2644	390 main st unit 390, new canaan, ct 06840	41.140867	-73.483496
2645	165 old kings hwy, new canaan, ct 06840	41.136898	-73.4747
2646	153 old kings hwy, new canaan, ct 06840	41.137319	-73.474913
2647	161 old kings hwy, new canaan, ct 06840	41.137171	-73.475213
2648	49 anthony ln, new canaan, ct 06840	41.14231	-73.4788898
2649	53 anthony ln, new canaan, ct 06840	41.142832	-73.478688
2650	518 main st, new canaan, ct 06840	41.1376009	-73.480138
2651	528 main st, new canaan, ct 06840	41.136985	-73.479898
2652	39 shady ln, new canaan, ct 06840	41.138523	-73.476037
2653	36 old norwalk rd, new canaan, ct 06840	41.137122	-73.478665
2654	20 lincoln dr, new canaan, ct 06840	41.137893	-73.478049
2655	412 main st, new canaan, ct 06840	41.14017	-73.482954
2656	406 main st, new canaan, ct 06840	41.140393	-73.483093
2657	97 old kings hwy, new canaan, ct 06840	41.138865	-73.476311
2658	25 old kings hwy, new canaan, ct 06840	41.141288	-73.4773
2659	446 main st, new canaan, ct 06840	41.139103	-73.482679
2660	436 main st, new canaan, ct 06840	41.139311	-73.4828129
2661	19 down river rd, new canaan, ct 06840	41.139399	-73.482341
2662	28 down river rd, new canaan, ct 06840	41.139701	-73.481608
2663	14 down river rd, new canaan, ct 06840	41.139943	-73.482343
2664	474 main st unit a, new canaan, ct 06840	41.138636	-73.481611
2665	26 anthony ln, new canaan, ct 06840	41.141381	-73.478147
2666	25 shady ln, new canaan, ct 06840	41.138145	-73.475835
2667	34 anthony ln, new canaan, ct 06840	41.141601	-73.478386
2668	19 shady ln, new canaan, ct 06840	41.137867	-73.475718
2669	42 holly rd, new canaan, ct 06840	41.138234	-73.4774769
2670	12 lincoln dr, new canaan, ct 06840	41.138059	-73.477786
2671	34 lincoln dr, new canaan, ct 06840	41.137639	-73.478699
2672	15 lincoln dr, new canaan, ct 06840	41.138418	-73.478301
2673	45 holly rd, new canaan, ct 06840	41.1372141	-73.4765104
2674	37 holly rd, new canaan, ct 06840	41.1372042	-73.4763759
2675	23 holly rd, new canaan, ct 06840	41.1371712	-73.4763302
2676	14 holly rd, new canaan, ct 06840	41.137444	-73.47722
2677	4 holly rd, new canaan, ct 06840	41.137183	-73.477136
2678	100 old norwalk rd, new canaan, ct 06840	41.137407	-73.475637
2679	30 holly rd, new canaan, ct 06840	41.137931	-73.477421
2680	55 anthony ln, new canaan, ct 06840	41.143569	-73.47893
2681	2 hollywood ave, new canaan, ct 06840	41.1391924	-73.4774925
2682	57 holly rd, new canaan, ct 06840	41.138924	-73.477256
2683	290 old norwalk rd, new canaan, ct 06840	41.135171	-73.468118
2684	296 old norwalk rd, new canaan, ct 06840	41.134946	-73.4674859
2685	723 new norwalk rd, new canaan, ct 06840	41.137982	-73.470517
2686	803 new norwalk rd, new canaan, ct 06840	41.136274	-73.467742
2687	761 new norwalk rd, new canaan, ct 06840	41.137157	-73.469173
2688	789 new norwalk rd, new canaan, ct 06840	41.1365849	-73.468205
2689	817 new norwalk rd, new canaan, ct 06840	41.13611	-73.467125
2690	679 new norwalk rd, new canaan, ct 06840	41.139024	-73.472091
2691	216 old norwalk rd, new canaan, ct 06840	41.136499	-73.46968
2692	214 old norwalk rd, new canaan, ct 06840	41.13678	-73.470572
2693	220 old norwalk rd, new canaan, ct 06840	41.135759	-73.470284
2694	753 new norwalk rd, new canaan, ct 06840	41.137414	-73.469648
2695	310 old norwalk rd, new canaan, ct 06840	41.134976	-73.46682
2696	254 old norwalk rd, new canaan, ct 06840	41.13539	-73.468633
2697	252 old norwalk rd, new canaan, ct 06840	41.135705	-73.468808
2698	4 birchwood ave, new canaan, ct 06840	41.138176	-73.474689
2699	52 nursery rd, new canaan, ct 06840	41.127965	-73.472294
2700	43 marvin ridge rd, new canaan, ct 06840	41.134899	-73.473806
2701	145 marvin ridge rd, new canaan, ct 06840	41.132048	-73.471217
2702	262 white oak shade rd, new canaan, ct 06840	41.128603	-73.475011
2703	38 nursery rd, new canaan, ct 06840	41.127082	-73.47286
2704	64 white oak shade rd, new canaan, ct 06840	41.1350089	-73.4774
2705	48 green meadow ln, new canaan, ct 06840	41.132202	-73.474845
2706	43 green meadow ln, new canaan, ct 06840	41.130737	-73.474392
2707	200 white oak shade rd, new canaan, ct 06840	41.13048	-73.476131
2708	60 nursery rd, new canaan, ct 06840	41.128836	-73.472679
2709	62 nursery rd, new canaan, ct 06840	41.128769	-73.472525
2710	66 nursery rd, new canaan, ct 06840	41.1273	-73.471601
2711	166 white oak shade rd, new canaan, ct 06840	41.131738	-73.47688
2712	176 white oak shade rd, new canaan, ct 06840	41.131821	-73.476268
2713	34 green meadow ln, new canaan, ct 06840	41.131393	-73.475433
2714	104 nursery rd, new canaan, ct 06840	41.127465	-73.469917
2715	148 nursery rd, new canaan, ct 06840	41.127745	-73.468678
2716	135 marvin ridge rd, new canaan, ct 06840	41.131962	-73.472003
2717	34 white oak shade rd, new canaan, ct 06840	41.135353	-73.479435
2718	66 white oak shade rd, new canaan, ct 06840	41.134228	-73.476769
2719	53 marvin ridge rd, new canaan, ct 06840	41.134636	-73.47351
2720	92 white oak shade rd, new canaan, ct 06840	41.133331	-73.478693
2721	154 white oak shade rd, new canaan, ct 06840	41.132368	-73.476946
2722	81 marvin ridge rd, new canaan, ct 06840	41.13395	-73.472917
2723	44 white oak shade rd, new canaan, ct 06840	41.135581	-73.4786589
2724	86 white oak shade rd, new canaan, ct 06840	41.1337928	-73.4793804
2725	70 white oak shade rd, new canaan, ct 06840	41.133916	-73.478551
2726	246 white oak shade rd, new canaan, ct 06840	41.129229	-73.47485
2727	224 white oak shade rd, new canaan, ct 06840	41.129854	-73.474384
2728	222 white oak shade rd, new canaan, ct 06840	41.130052	-73.473509
2729	221 marvin ridge rd, new canaan, ct 06840	41.130767	-73.470874
2730	219 marvin ridge rd, new canaan, ct 06840	41.12939	-73.471343
2731	259 marvin ridge rd, new canaan, ct 06840	41.128376	-73.46889
2732	257 marvin ridge rd, new canaan, ct 06840	41.128028	-73.470478
2733	227 marvin ridge rd, new canaan, ct 06840	41.130681	-73.472274
2734	213 marvin ridge rd, new canaan, ct 06840	41.129124	-73.469343
2735	215 marvin ridge rd, new canaan, ct 06840	41.129173	-73.470528
2736	255 marvin ridge rd, new canaan, ct 06840	41.1285809	-73.470736
2737	60 white oak shade rd, new canaan, ct 06840	41.134653	-73.4784449
2738	97 marvin ridge rd, new canaan, ct 06840	41.133467	-73.472162
2739	24 willowbrook ln, new canaan, ct 06840	41.13252	-73.472508
2740	50 willowbrook ln, new canaan, ct 06840	41.132315	-73.473686
2741	55 willowbrook ln, new canaan, ct 06840	41.133348	-73.474212
2742	45 willowbrook ln, new canaan, ct 06840	41.133434	-73.473653
2743	10 willowbrook ln, new canaan, ct 06840	41.132742	-73.471641
2744	56 willowbrook ln, new canaan, ct 06840	41.132489	-73.47414
2745	57 willowbrook ln, new canaan, ct 06840	41.133045	-73.474735
2746	122 white oak shade rd, new canaan, ct 06840	41.133026	-73.477164
2747	324 white oak shade rd, new canaan, ct 06840	41.126678	-73.473943
2748	330 white oak shade rd, new canaan, ct 06840	41.126365	-73.473694
2749	348 white oak shade rd, new canaan, ct 06840	41.1257469	-73.4736099
2750	386 white oak shade rd, new canaan, ct 06840	41.124482	-73.4734579
2751	131 nursery rd, new canaan, ct 06840	41.127087	-73.468497
2752	382 white oak shade rd, new canaan, ct 06840	41.12485	-73.472627
2753	31 nursery rd, new canaan, ct 06840	41.126371	-73.472931
2754	43 nursery rd, new canaan, ct 06840	41.125888	-73.472683
2755	384 white oak shade rd, new canaan, ct 06840	41.12507	-73.4718199
2756	91 nursery rd, new canaan, ct 06840	41.126465	-73.470427
2757	111 nursery rd, new canaan, ct 06840	41.126572	-73.469484
2758	53 nursery rd, new canaan, ct 06840	41.12635	-73.472094
2759	358 white oak shade rd, new canaan, ct 06840	41.1253389	-73.473663
2760	152 marvin ridge rd, new canaan, ct 06840	41.132153	-73.470069
2761	262 marvin ridge rd, new canaan, ct 06840	41.12888	-73.4675369
2762	284 marvin ridge rd, new canaan, ct 06840	41.128328	-73.467026
2763	339 old norwalk rd, new canaan, ct 06840	41.134065	-73.465268
2764	222 marvin ridge rd, new canaan, ct 06840	41.129814	-73.467665
2765	234 marvin ridge rd, new canaan, ct 06840	41.12956	-73.468604
2766	256 marvin ridge rd, new canaan, ct 06840	41.129307	-73.4666
2767	50 nubel ln, new canaan, ct 06840	41.13355	-73.468613
2768	64 nubel ln, new canaan, ct 06840	41.133047	-73.468071
2769	29 nubel ln, new canaan, ct 06840	41.132832	-73.469795
2770	214 marvin ridge rd, new canaan, ct 06840	41.13023	-73.468586
2771	206 marvin ridge rd, new canaan, ct 06840	41.131823	-73.466565
2772	204 marvin ridge rd, new canaan, ct 06840	41.131306	-73.466876
2773	254 marvin ridge rd, new canaan, ct 06840	41.129235	-73.467783
2774	293 old norwalk rd, new canaan, ct 06840	41.134237	-73.467799
2775	220 marvin ridge rd, new canaan, ct 06840	41.130578	-73.467139
2776	335 old norwalk rd, new canaan, ct 06840	41.133144	-73.465256
2777	299 old norwalk rd, new canaan, ct 06840	41.132883	-73.4669739
2778	897 new norwalk rd, new canaan, ct 06840	41.134229	-73.46432
2779	893 new norwalk rd, new canaan, ct 06840	41.13477	-73.464325
2780	355 old norwalk rd, new canaan, ct 06840	41.134514	-73.464962
2781	211 old norwalk rd, new canaan, ct 06840	41.13515	-73.471354
2782	84 marvin ridge rd, new canaan, ct 06840	41.1344	-73.471778
2783	197 old norwalk rd, new canaan, ct 06840	41.135236	-73.4722309
2784	96 marvin ridge rd, new canaan, ct 06840	41.133919	-73.47139
2785	76 nubel ln, new canaan, ct 06840	41.132401	-73.467784
2786	303 old norwalk rd, new canaan, ct 06840	41.133756	-73.466434
2787	301 old norwalk rd, new canaan, ct 06840	41.133016	-73.466156
2788	923 new norwalk rd, new canaan, ct 06840	41.134262	-73.463488
2789	925 new norwalk rd, new canaan, ct 06840	41.133482	-73.4635349
2790	927 new norwalk rd, new canaan, ct 06840	41.13259	-73.463433
2791	929 new norwalk rd, new canaan, ct 06840	41.132345	-73.464417
2792	983 new norwalk rd, new canaan, ct 06840	41.1335679	-73.460053
2793	977 new norwalk rd, new canaan, ct 06840	41.133727	-73.460932
2794	979 new norwalk rd, new canaan, ct 06840	41.13283	-73.461457
2795	249 old norwalk rd, new canaan, ct 06840	41.134759	-73.469578
2796	229 old norwalk rd, new canaan, ct 06840	41.134287	-73.469354
2797	221 old norwalk rd, new canaan, ct 06840	41.134534	-73.471081
2798	223 old norwalk rd, new canaan, ct 06840	41.134127	-73.47045
2799	845 carter st, new canaan, ct 06840	41.134523	-73.459328
2800	839 carter st, new canaan, ct 06840	41.134825	-73.459656
2801	831 carter st, new canaan, ct 06840	41.135298	-73.459734
2802	785 carter st, new canaan, ct 06840	41.136389	-73.460659
2803	795 carter st, new canaan, ct 06840	41.135862	-73.460176
2804	962 new norwalk rd, new canaan, ct 06840	41.1350849	-73.460816
2805	543 carter st, new canaan, ct 06840	41.143243	-73.465544
2806	567 carter st, new canaan, ct 06840	41.142483	-73.465177
2807	609 carter st, new canaan, ct 06840	41.140963	-73.464502
2808	629 carter st, new canaan, ct 06840	41.140223	-73.464321
2809	655 carter st, new canaan, ct 06840	41.139547	-73.464226
2810	667 carter st, new canaan, ct 06840	41.138927	-73.464026
2811	711 carter st, new canaan, ct 06840	41.137489	-73.463136
2812	729 carter st, new canaan, ct 06840	41.137078	-73.462459
2813	735 carter st, new canaan, ct 06840	41.136294	-73.462871
2814	745 carter st, new canaan, ct 06840	41.13661	-73.461559
2815	739 carter st, new canaan, ct 06840	41.1357519	-73.461551
2816	155 long lots rd, new canaan, ct 06840	41.1438119	-73.467288
2817	30 middle ridge rd, new canaan, ct 06840	41.143237	-73.466967
2818	44 middle ridge rd, new canaan, ct 06840	41.142674	-73.466676
2819	66 middle ridge rd, new canaan, ct 06840	41.142139	-73.466418
2820	98 middle ridge rd, new canaan, ct 06840	41.1408569	-73.465688
2821	120 middle ridge rd, new canaan, ct 06840	41.1401449	-73.465559
2822	136 middle ridge rd, new canaan, ct 06840	41.139442	-73.465469
2823	166 middle ridge rd, new canaan, ct 06840	41.138762	-73.465365
2824	198 middle ridge rd, new canaan, ct 06840	41.137657	-73.464558
2825	218 middle ridge rd, new canaan, ct 06840	41.137132	-73.463939
2826	185 middle ridge rd, new canaan, ct 06840	41.136672	-73.46628
2827	183 middle ridge rd, new canaan, ct 06840	41.137254	-73.467131
2828	179 middle ridge rd, new canaan, ct 06840	41.137891	-73.466517
2829	16 hoyt farm rd, new canaan, ct 06840	41.1392821	-73.466314
2830	34 hoyt farm rd, new canaan, ct 06840	41.1389313	-73.4673787
2831	48 hoyt farm rd, new canaan, ct 06840	41.1388127	-73.4682634
2832	23 hoyt farm dr, new canaan, ct 06840	41.13868	-73.468722
2833	737 carter st, new canaan, ct 06840	41.135541	-73.46327
2834	217 middle ridge rd, new canaan, ct 06840	41.1367226	-73.4650421
2835	181 carter st, new canaan, ct 06840	41.151946	-73.473989
2836	153 carter st, new canaan, ct 06840	41.153045	-73.474399
2837	74 clapboard hill rd, new canaan, ct 06840	41.15241	-73.475578
2838	109 carter st, new canaan, ct 06840	41.1544264	-73.473496
2839	19 carter st, new canaan, ct 06840	41.157082	-73.474375
2840	157 silvermine rd, new canaan, ct 06840	41.151631	-73.477434
2841	129 carter st, new canaan, ct 06840	41.1536649	-73.474115
2842	185 silvermine rd, new canaan, ct 06840	41.1533019	-73.475616
2843	85 carter st, new canaan, ct 06840	41.155335	-73.474513
2844	279 silvermine rd, new canaan, ct 06840	41.155704	-73.475923
2845	97 carter st, new canaan, ct 06840	41.154706	-73.4753269
2846	187 silvermine rd, new canaan, ct 06840	41.1538449	-73.476091
